time,open,high,low,close,volume,vwap,SMA(5),SMA(10),12dayEWM,MACD,rsi,mom,mfi
2021-09-30 08:00:00,26.6202501388,26.6202501388,26.6202501388,26.6202501388,266.0,76.70573510039999,,,26.6202501388,,,,
2021-09-30 09:00:00,26.6202501388,26.7950638939,26.6202501388,26.7950638939,10870.0,76.79105413407174,,,26.678521390500002,,,,
2021-09-30 10:00:00,26.7756401433,27.2709457825,26.7562163927,26.9520077984,1789271.0,77.11089310753908,,,26.76968352646667,,,,
2021-09-30 11:00:00,26.9504538983,27.0475726511,26.7416485798,26.7902079562,1205255.0,77.01588073180768,,,26.776525003044448,,,,
2021-09-30 12:00:00,26.7853520186,27.00872515,26.6688095152,26.7222248293,634098.0,76.97827016695783,26.77595092332,,26.758424945129633,,,,
2021-09-30 13:00:00,26.7173688916,26.7465045175,26.5328432613,26.5522670119,824198.0,76.85569971274371,26.76235429794,,26.68970563405309,,,,
2021-09-30 14:00:00,26.5571229495,26.712512954,26.416300758,26.6202501388,1252691.0,76.74017471855541,26.72739154692,,26.66655380230206,,,,
2021-09-30 15:00:00,26.6202501388,26.8824707714,26.6202501388,26.765928268,945408.0,76.72938679275778,26.69017564084,,26.699678624201375,,,,
2021-09-30 16:00:00,26.765928268,26.940742023,26.5619788872,26.5716907624,1874574.0,76.69750996786635,26.646472202080002,,26.657016003600916,,,,
2021-09-30 17:00:00,26.5716907624,26.833911395,26.5716907624,26.5716907624,249402.0,76.69342292242298,26.6163653887,26.69615815601,26.628574256533945,,,,
2021-09-30 18:00:00,26.4551482591,26.5716907624,26.4551482591,26.4551482591,1078.0,76.69339971111411,26.59694163814,26.67964796804,26.570765590722633,,,,
2021-09-30 19:00:00,26.7950638939,26.7950638939,26.7950638939,26.7950638939,1000.0,76.69339813285262,26.631904389160002,26.67964796804,26.64553169178176,,,,31.42069990914713
2021-09-30 20:00:00,26.7076570163,26.7076570163,26.7076570163,26.7076570163,101.0,76.69339841130834,26.62025013882,26.65521288983,26.666240133287843,,52.55661723768746,0.0874068775000012,31.421285445512623
2021-10-01 08:00:00,26.4551482591,26.65909764,26.4551482591,26.65909764,5018.0,76.69341134914856,26.637731514339997,26.642101858209998,26.6638593021919,,50.1456986689718,-0.13596625390000128,31.318661491398146
2021-10-01 09:00:00,26.6979451411,26.6979451411,26.65909764,26.6688095152,401.0,76.69342197198031,26.657155264900002,26.636760326799998,26.665509373194602,,50.63972631206925,-0.28319828320000084,13.562956411795497
2021-10-01 10:00:00,26.6785213905,26.9698776489,26.6785213905,26.9601657736,827279.0,76.68723869434297,26.7581587678,26.677550202970004,26.76372817332974,,62.727513414159816,0.16995781740000027,26.926237431294382
2021-10-01 11:00:00,26.9698776489,27.1738270297,26.5619788872,26.65909764,1450692.0,76.79619315132031,26.730965517020003,26.68143495309,26.728851328886496,,49.15731012860715,-0.06312718930000116,23.958218923647465
2021-10-01 12:00:00,26.6542417023,27.0767082769,26.6542417023,26.9990132747,901110.0,76.86436617628186,26.7892367687,26.70474345376,26.818905310824334,,59.85431251088058,0.4467462628000014,35.75586475319315
2021-10-01 13:00:00,26.9990132747,27.1544032792,26.9893013994,27.1155557781,493160.0,76.91090552228079,26.88052839632,26.759129955330003,26.917788799916224,,62.78302292278052,0.4953056392999997,47.082167108855145
2021-10-01 14:00:00,27.1058439028,27.3000814083,27.0669964017,27.2418101567,636315.0,76.98233694377727,26.995128524620004,26.826141894760003,27.025795918844153,,65.73704047647252,0.4758818887000018,44.638106411510215
2021-10-01 15:00:00,27.2466660943,27.3874882859,27.2466660943,27.3534967224,686977.0,77.06645807371987,27.07379471438,26.915976741090002,27.135029520029438,,68.174775524291,0.7818059599999998,67.74396364194823
2021-10-01 16:00:00,27.35835266,27.4457595375,27.2418101567,27.2903695331,1568205.0,77.24208003763616,27.200049093,26.96550730501,27.18680952438629,,65.30965374178493,0.7186787707000022,53.953758662231856
2021-10-01 17:00:00,27.2612339072,27.3292170342,27.2612339072,27.2612339072,174060.0,77.25786737782211,27.252493219500003,27.0208649941,27.211617651990863,,63.95633712942178,0.8060856481000016,52.55875486055111
2021-10-01 19:00:00,27.251522032,27.2612339072,27.251522032,27.2612339072,390.0,77.2579051517683,27.28162884532,27.08107862082,27.228156403727244,,63.95633712942178,0.4661700133000011,52.54873089905559
2021-10-04 05:00:00,27.2903695331,27.2903695331,27.2903695331,27.2903695331,182.0,77.25791858306862,27.291340720599997,27.14323462261,27.248894113518162,,64.82379450350538,0.5827125168000009,52.55079837200765
2021-10-04 08:00:00,27.251522032,27.251522032,27.1058439028,27.1058439028,1762.0,77.25805670590813,27.241810156680003,27.157802435529998,27.201210709945443,0.23289898715967894,55.58167169432783,0.4467462628000014,52.57544728350967
2021-10-04 09:00:00,27.1349795286,27.2418101567,27.1349795286,27.2418101567,1425.0,77.25815293632319,27.2320982814,27.2160736872,27.214743858863628,0.22622051594856885,60.148785587567005,0.573000641500002,52.58274211509269
2021-10-04 10:00:00,27.251522032,27.5962936043,27.1446914039,27.4748951634,867778.0,77.30956198286019,27.27483053264,27.26366187607,27.301460960375753,0.23700375965441012,66.5758390579873,0.5147293897999994,52.98287017513902
2021-10-04 11:00:00,27.4748951634,27.6448529807,27.3000814083,27.4166239117,1047376.0,77.40689981420397,27.305908533540002,27.293768689430003,27.33984861081717,0.2381028534803029,63.77091213376766,0.7575262717000015,72.59821682967308
2021-10-04 12:00:00,27.4069120364,27.5962936043,27.2903695331,27.5671579785,829553.0,77.4791012376189,27.361266222619996,27.326303471610004,27.41561840004478,0.2482589596301601,67.61598522716635,0.568144703799998,72.36803077493084
2021-10-04 13:00:00,27.5623020409,27.7176920453,27.5234545398,27.533166415,862734.0,77.55807099158297,27.44673072506,27.34427044087,27.454801071696522,0.2506752832047745,65.89327125560621,0.417610636900001,73.94595523008118
2021-10-04 14:00:00,27.533166415,27.5380223527,27.3389289095,27.3486407847,694605.0,77.60874038517241,27.468096850659997,27.35009756603,27.41941430936435,0.23499172252614287,57.25457666234981,0.10683062799999732,63.879840321853685
2021-10-04 15:00:00,27.3486407847,27.3874882859,27.1932507803,27.2563779696,909623.0,77.66367521377671,27.424393411900002,27.349611972270004,27.365068862776234,0.21266606754172912,53.43355346910452,-0.09711875280000015,52.011571034963914
2021-10-04 16:00:00,27.251522032,27.3486407847,27.1689710921,27.2806576578,1801375.0,77.76799948298432,27.397200161119997,27.35155434733,27.336931794450823,0.1946877538058871,54.30895147887075,-0.009711875300002504,50.35749823459847
2021-10-04 17:00:00,27.2709457825,27.2806576578,27.2709457825,27.2806576578,101211.0,77.77364317253688,27.33990009698,27.3505831598,27.31817374890055,0.17838351650508955,54.30895147887075,0.019423750599997902,52.287018494930074
2021-10-04 19:00:00,27.2903695331,27.2903695331,27.2903695331,27.2903695331,500.0,77.77367514846613,27.291340720599997,27.36903572283,27.308905676967036,0.16435141731609093,54.714209411422466,0.029135625900000406,52.29320851602419
2021-10-05 08:00:00,27.4457595375,27.4457595375,27.4457595375,27.4457595375,515.0,77.77371501510336,27.310764471160002,27.38943066091,27.354523630478027,0.16388044061227447,60.78519258378841,0.1553900043999974,52.29545158913632
2021-10-05 09:00:00,27.2709457825,27.4554714128,27.2709457825,27.4554714128,1515.0,77.77381163491007,27.3505831598,27.387488285849997,27.38817289125202,0.16241859489261756,61.14038537566656,0.34962751000000125,52.29715318795889
2021-10-05 10:00:00,27.4069120364,27.4651832881,27.1349795286,27.2126745308,947531.0,77.80518357326116,27.3369865344,27.367093347759997,27.329673437768015,0.14005393777445718,49.02895889434238,-0.029135625900000406,46.16788327344925
2021-10-05 11:00:00,27.2126745308,27.426335787,27.1981067179,27.3972001611,958596.0,77.83476458117434,27.36029503506,27.350097566019997,27.352182345545344,0.13565570754598966,56.21933535521557,-0.07769500230000048,46.75317981095847
2021-10-05 12:00:00,27.4069120364,27.5817257914,27.3680645353,27.4214798493,724998.0,77.86960347751713,27.386517098299997,27.338928909449997,27.375281513463566,0.13260070790663292,57.08825431900915,0.004855937599998583,44.555273849702694
2021-10-05 13:00:00,27.426335787,27.6157173549,27.3680645353,27.5720139161,680448.0,77.9031208231647,27.41176797402,27.36126622259,27.440858981009047,0.14070448607743558,62.16691225974891,0.004855937600002136,43.48083600099396
2021-10-05 14:00:00,27.5720139161,27.6739886066,27.5283104774,27.6108614173,520163.0,77.93163463786064,27.442845974919997,27.39671456736,27.4975264597727,0.1485490760667787,63.386820270915564,0.07769500230000048,40.822759716656535
2021-10-05 15:00:00,27.6108614173,27.6594207937,27.5428782903,27.6302851678,565094.0,77.95950745593353,27.52636810232,27.43167731836,27.54177936244847,0.1545517283653659,64.01963907297376,0.2816443831000015,49.43725261467244
2021-10-05 16:00:00,27.6205732925,27.6788445442,27.4651832881,27.4846070386,1436495.0,78.00455915107383,27.543849477819997,27.452072256439997,27.522721921165648,0.14587234047661468,56.088019793448495,0.22822906900000106,45.99975054620876
2021-10-05 17:00:00,27.4846070386,27.4846070386,27.4846070386,27.4846070386,178003.0,78.00947815381159,27.556474915680003,27.471496006989998,27.510016960310434,0.1374098873959504,56.088019793448495,0.20394938080000102,58.11378445466588
2021-10-06 05:00:00,27.3777764106,27.3777764106,27.1446914039,27.1446914039,2557.0,78.00951644545167,27.47101041324,27.44138919363,27.38824177484029,0.10209805856869991,41.73107285313627,-0.13596625389999772,57.38947361025727
2021-10-06 08:00:00,27.251522032,27.251522032,27.1932507803,27.1932507803,1658.0,78.00953052324157,27.38748828584,27.415167130380002,27.323244776660196,0.07714226762120902,43.96635021819009,-0.09711875280000015,57.37028818844137
2021-10-06 09:00:00,27.2029626556,27.2029626556,27.183538905,27.183538905,2014.0,78.00955677028065,27.298139033280002,27.412253567799997,27.276676152773465,0.05593615910427374,43.601416864547296,-0.26222063250000005,57.34763868378831
2021-10-06 10:00:00,27.183538905,27.3292170342,26.8047757691,26.8144876444,1117324.0,78.01536988457205,27.164115154439997,27.353982316129997,27.12261331664898,0.00924425091232095,32.43948722813036,-0.6409837684000017,48.512335398306085
2021-10-06 11:00:00,26.8144876444,26.9261742101,26.6008263883,26.7756401433,1541018.0,78.00228765345545,27.02232177538,27.289398345530003,27.00695559219932,-0.030542021985787926,31.513095436463345,-0.43703438750000245,44.96658816681731
2021-10-06 12:00:00,26.7804960809,26.9018945219,26.6202501388,26.887326709,830286.0,77.98934405289828,26.970848836400002,27.220929624820002,26.96707929779955,-0.05245607645711914,37.14299695708364,-0.509873452099999,43.91465228447137
2021-10-06 13:00:00,26.8921826466,26.9018945219,26.6882332658,26.7610723304,575301.0,77.98044112688788,26.884413146420002,27.135950716129997,26.89841030866637,-0.07909899176933166,33.72423087158422,-0.6604075188999978,35.05423191172953
2021-10-06 14:00:00,26.765928268,26.940742023,26.6930892034,26.9261742101,618236.0,77.97149196721176,26.832940207439997,27.06553962036,26.90766494247758,-0.08590113738808114,41.416616145046966,-0.6458397060000003,34.36560715318862
2021-10-06 15:00:00,26.9310301478,27.0281489005,26.8679029584,26.8727588961,894411.0,77.96963480047265,26.844594457779998,27.00435480611,26.896029593685057,-0.09451257410490044,39.78676764244138,-0.7381025212000019,37.404374878241114
2021-10-06 16:00:00,26.8630470208,27.0135810876,26.833911395,26.9504538983,2189239.0,77.96640139312372,26.87955720878,26.95093949208,26.91417102855671,-0.09398446794850912,43.32571830338899,-0.6798312694999993,48.11799815749398
2021-10-06 17:00:00,26.9504538983,26.9504538983,26.940742023,26.9504538983,138585.0,77.96669283192698,26.89218264664,26.931515741520002,26.92626531847114,-0.09249966149608468,43.32571830338899,-0.534153140299999,57.76186533276374
2021-10-06 18:00:00,26.9504538983,26.9504538983,26.9504538983,26.9504538983,229.0,77.9666941083943,26.93005896022,26.907236053320002,26.93432817841409,-0.09028222440092293,43.32571830338898,-0.534153140299999,59.092212306139174
2021-10-07 05:00:00,26.9504538983,27.2223864061,26.9504538983,27.1738270297,2055.0,,26.97958952414,26.90626486579,27.01416112884273,-0.06969711962037195,53.52184027768516,0.02913562579999862,59.12228156164963
2021-10-07 06:00:00,27.1641151544,27.1641151544,27.1641151544,27.1641151544,375.0,,27.0378607758,26.94122761679,27.064145804028488,-0.0535496558462043,53.068994231254436,-0.029135625900000406,59.136789609711165
2021-10-07 08:00:00,27.1446914039,27.1641151544,27.1446914039,27.1641151544,1107.0,77.96153680612399,27.08059302702,26.980075117900004,27.097468920818994,-0.040288256526313404,53.068994231254436,-0.019423750599997902,59.143661270463994
2021-10-07 09:00:00,27.1544032792,27.2320982814,27.1446914039,27.1544032792,3206.0,77.96159733848606,27.121382903200004,27.006782774919998,27.116447040279333,-0.030213882356871835,52.53995683555481,0.33991563480000053,68.9346358966734
2021-10-07 10:00:00,27.1252676533,27.4651832881,27.0572845264,27.4554714128,702237.0,77.96952477363521,27.222386406099996,27.07622268316,27.22945516445289,0.0020402947565862917,64.50600315095487,0.6798312695000028,90.37602658657141
2021-10-07 11:00:00,27.4554714128,27.5283104774,27.3097932836,27.4603273504,846652.0,77.97202880773621,27.27968647024,27.129637997190002,27.306412559768596,0.02767477846022004,64.66276917073567,0.5730006414000002,90.43397361912966
2021-10-07 12:00:00,27.4603273504,27.5671579785,27.426335787,27.4943189139,664808.0,77.97810619547603,27.34572722214,27.191793998970002,27.369048011145733,0.05015497128830404,65.81571815435724,0.7332465834999979,99.98169788776391
