time,vwap,SMA(5),SMA(10),12dayEWM,rsi,MACD,mom,mfi,spread,forward_return,output
2021-03-16 12:00:00,0.9776641239930198,0.93162251395326,0.930244918576577,0.9315509220160819,1.0959531594490335,-0.1002052115892269,0.40139780229999644,20.947872443575974,5.687488661199993,-0.001629561420179993,0
2021-03-16 13:00:00,0.9776527904614144,0.9320892708719146,0.9308685831179893,0.932122257444176,1.102304454715336,-0.07417905702462235,0.4170768118000012,17.03137114819551,5.662232018599994,0.05989940053425183,1
2021-03-16 14:00:00,0.9776431872324242,0.9321480730945738,0.931116679327276,0.9319004184861897,1.0102210296656489,-0.06481858412955432,0.32536289140000463,18.229993210178726,5.8111028309999995,0.023004434594901965,1
2021-03-16 15:00:00,0.9776326822388663,0.9322249601794018,0.931296176089492,0.9321730356511545,1.0536802660917677,-0.04985818823253396,0.493192775899999,17.543042052027268,5.7247565960999935,0.03499489933536734,1
2021-03-16 16:00:00,0.9775894093463758,0.9322323890952914,0.9316603526928448,0.9316837825246429,0.9739460206497434,-0.05132065902279237,0.15795948199999543,2.1346253559250314,5.897144770099999,0.02420221152169235,1
2021-03-16 17:00:00,0.9775826377274842,0.9318362081983268,0.9317293145889078,0.9314679123003542,0.9854215642139751,-0.04958990331803648,0.03811227889998747,5.753261023943672,5.868416481400004,0.022689412539486687,1
2021-03-17 10:00:00,0.9775702323755374,0.9316403126263056,0.9318648462660276,0.9317405005760676,1.0382472187618734,-0.03736726971780513,0.5214369575000006,7.961241440546345,5.739279804199995,0.017408989282397338,0
2021-03-17 11:00:00,0.9775732996507033,0.9320616141246173,0.9321048331661569,0.9323483450270701,1.0834193653389634,-0.019232361704894174,0.29331805540000744,9.243770976905786,5.637327682999995,-0.05466695303687136,-1
2021-03-17 12:00:00,0.9775763792072724,0.9321896286630691,0.932207298116844,0.9326854719179161,1.074809421774146,-0.005679597748269316,0.22969721379999442,3.6399313988954773,5.648292290200004,-0.0390591541593529,-1
2021-03-17 13:00:00,0.9775733535494056,0.9325447092502391,0.9323884363543622,0.9326163795578575,1.036567223631228,-0.0003492180882744833,0.14343857930001036,-11.429204195831737,5.715391048000001,-0.045288318721527734,-1
2021-03-17 14:00:00,0.9775728989012931,0.9331720894333941,0.9325028788879537,0.9331331671057214,1.1189540382256173,0.017187493755756122,0.20555948829999693,-10.5331884020854,5.547957670200006,-0.12166506010412045,-1
2021-03-17 15:00:00,0.9775683689121769,0.9340496569656045,0.9328418548583223,0.9343141654272956,1.2480668704669258,0.04867814142892257,0.5789419453999898,-9.026272213696302,5.3229801148000035,-0.17984588750167851,-1
2021-03-17 16:00:00,0.9775774904706742,0.9346894599070172,0.9333702763310602,0.9351313342746225,1.2340906819977042,0.07507477501867754,0.39308007660000044,-4.8070247042370085,5.294408584599992,-0.15005979727573707,-1
2021-03-17 17:00:00,0.9775872900706433,0.9355056650963529,0.933839589038526,0.9358991564430609,1.2810816768909548,0.09948340808051626,0.4252754006999879,-3.611197022689396,5.236956617900006,-0.16084765904319603,-1
2021-03-18 10:00:00,0.9775678788167588,0.9364744731346217,0.9344977898987052,0.9363644627090576,1.2518870136939875,0.11898256493205395,0.5930663415000055,-3.8318041610317977,5.218036489499994,-0.17601050409442737,-1
2021-03-18 11:00:00,0.9775700773296483,0.938061875343811,0.9356005897747328,0.938273705454701,1.5644277312319808,0.16650810187918808,0.9279745920999858,-4.16962716927344,4.796782004000008,-0.29627516255999997,-1
2021-03-18 12:00:00,0.9775739980266277,0.9387337185589015,0.9363740760968798,0.9388621987262702,1.429943026615961,0.1888509574328765,0.9374646249000023,8.749790366705554,4.959680145199997,-0.22086587740141966,-1
2021-03-18 13:00:00,0.9775760373638417,0.9390293242175384,0.9368436314057462,0.9386555643263889,1.1653108032843054,0.1916025879432226,0.7507699383999977,0.2227525734363951,5.117646543000006,-0.1541494143199534,-1
2021-03-18 14:00:00,0.9775686808034878,0.9379860960044921,0.9367384666974755,0.9365158824430448,0.8571046063299821,0.147295516179625,0.06655932449999113,1.8145830057690517,5.672720479700004,-0.10365331486085973,-1
2021-03-18 15:00:00,0.9775084964474064,0.9359359001013269,0.9362059546948437,0.9333818019289795,0.795077139803613,0.07310979095196046,-0.5091628951000047,8.296672792485793,6.1464905781,0.035116760850338616,1
2021-03-18 16:00:00,0.97739834072904,0.9324205533772177,0.9352397927540991,0.9304389005737915,0.7116588501365997,-0.0026591113415435075,-0.7089615415999901,-8.153279927849965,6.357253831799994,0.07538857822581181,1
2021-03-18 17:00:00,0.9773876565765409,0.9293626329453653,0.9340295565641311,0.9285147914063745,0.7120145547950253,-0.06122898383767961,-0.6322989824000018,-9.792579018161817,6.347690030400003,0.07701390596559828,1
2021-03-19 10:00:00,0.9772662641950924,0.92398702421427,0.9314087251970434,0.9240461742409011,0.5460202709440102,-0.19218005499276103,-1.6615349134999917,-39.582556552929844,7.008459110899992,0.17906103646209834,1
2021-03-19 11:00:00,0.9772221298564094,0.9231822082089588,0.9291999852660859,0.9229788931544073,0.7022583253027,-0.2354844446607416,-1.6994787847000055,-50.865833313505405,6.687403111500004,0.11745681218906283,1
2021-03-19 12:00:00,0.9771973485349186,0.9218202582075223,0.9272658486110527,0.9225332610955764,0.7479182952516089,-0.2621551275178575,-1.3643793194999887,-47.208780330965524,6.630068836599989,0.14216747949835273,1
2021-03-19 13:00:00,0.9771566672979786,0.9211944842216191,0.9250694409239935,0.9222781630280125,0.7994566523434868,-0.28195658965813664,-1.9050683645999982,-47.832375822617905,6.6538008343,0.14902291793714656,1
2021-03-19 14:00:00,0.9771299692632477,0.9202993406367774,0.9232574944343659,0.9215800190329526,0.7804303829932919,-0.30609300052522315,-1.9191881500999983,-50.271217336937696,6.802168851600001,0.14569853266239985,1
2021-03-19 15:00:00,0.9770883412563832,0.9211510234317101,0.9225639490030427,0.9214847680703409,0.8204320575218956,-0.31501475052277783,-2.0866422753999956,-52.11902376565454,6.720682896699998,0.14818825942361094,1
2021-03-19 16:00:00,0.9769992128080232,0.9220257181779494,0.9226015812749787,0.9227327292712787,0.9430990414571592,-0.2893961048944078,-1.2632101912000167,-10.088937311927047,6.3569126516000125,0.07232565660380622,1
2021-03-19 17:00:00,0.9769700888467142,0.9227427466080914,0.9222834580513692,0.9235675876547192,0.9438559407051581,-0.2660261873406,-0.34897040439999216,-6.541992921080421,6.356908041099999,0.07684420736334359,1
2021-03-19 18:00:00,0.9769700680742907,0.9234349605024158,0.922318406383162,0.9241241239381988,0.9438559407051578,-0.24468478541281513,-0.014075985399998103,-5.524342195825582,6.356908041099999,0.09715859233872591,1
2021-03-19 19:00:00,0.9769696748765202,0.9244443850330334,0.9223758460700668,0.9244951321408726,0.9438559407051578,-0.22517588321397852,-0.32529373319999877,-4.2943871443291854,6.356908041099999,0.11319659706379635,1
2021-03-22 09:00:00,0.9769696577215522,0.9252354158294709,0.9231940366702688,0.9247424638380154,0.9438559407051578,-0.20732502384777263,-0.02837327679999646,4.451381380120999,6.356908041099999,0.11147176368110177,1
2021-03-22 10:00:00,0.976936671608837,0.9244038215169419,0.9232143481765561,0.9235180806205825,0.7771995449758307,-0.21848640828567056,-0.3540727377999957,3.9302988959586926,6.701762768199998,0.14718093646649977,1
2021-03-22 11:00:00,0.9769212371631182,0.9246814091728928,0.9237111670237633,0.9245539055558065,0.9727694484562818,-0.18730238022664025,0.7760188046999872,45.72441028380878,6.232440306200004,0.10982578289904808,1
2021-03-22 12:00:00,0.9769003313516228,0.9256474161556865,0.9245396625319262,0.9263928548249977,1.157198332489757,-0.1355351721401945,0.7708725482000034,53.7161851890546,5.9165305633,0.10032069337759635,1
2021-03-22 13:00:00,0.9768765836490114,0.9274474989831873,0.9259434887324521,0.9290095330464574,1.3018490853296714,-0.06516396824181925,1.0679014752999905,53.66433543103234,5.5621673612999984,0.048139288034192707,1
2021-03-22 14:00:00,0.9768550237011693,0.9294502067190099,0.9273381504732301,0.9310914351928701,1.4248970136269543,-0.00013544297279111106,1.2063575953000054,52.062120555835605,5.447443238999995,0.0386395253452202,1
2021-03-22 15:00:00,0.9768097888678786,0.9313399748869464,0.9278632841970369,0.930888653220835,1.0996895553376946,0.01644784014877132,0.9239165466999992,42.54935440122976,5.878252304900002,0.11231498431084087,1
2021-03-22 16:00:00,0.9767116370340415,0.9314578977708431,0.9280616962546547,0.9296602854900076,0.9762492535855245,0.00481992952721555,0.5361445873000008,44.01353204178682,6.184538309399997,0.2243912537967001,1
2021-03-22 17:00:00,0.9767140694809828,0.9308579087849026,0.9282488382339306,0.9288058772107074,0.9716669513237179,-0.005109212540702401,0.16279670910000732,4.6908360926783885,6.194115942500005,0.1992916840367987,1
2021-03-23 10:00:00,0.9767032910127507,0.92875234196168,0.9280997437043625,0.9271182908945423,0.870938676604778,-0.03688827603959055,-0.13879268959999536,-4.351203403231608,6.495700730699994,0.2121486572167688,1
2021-03-23 11:00:00,0.9766918387961928,0.9272243134836119,0.9283343227055458,0.9272743523902642,0.9888570762030552,-0.03880440295937149,0.14403333930000883,-5.473899571204946,6.21287470179999,0.08694110987680029,1
2021-03-23 12:00:00,0.9766755149207832,0.9265248955662694,0.9289189144418226,0.9271657922486081,0.9848495674316273,-0.04975900753230178,0.01998516380000126,-7.168862061850675,6.3369228772999975,0.030051225632263964,1
2021-03-23 13:00:00,0.9766582088424363,0.9273672705945909,0.9293965994286596,0.9285780824593277,1.0168535230011768,-0.02797239099962212,0.3935774005999946,-7.66777411891492,5.963330640500004,-0.06605758007524483,-1
2021-03-23 14:00:00,0.9766411433673334,0.9275589560921247,0.9291922897120817,0.9284040198551228,0.9568453621347399,-0.034264040717886246,0.4415900504999968,-6.600173984124652,6.2601727177000015,-0.013980015671541262,0
2021-03-23 15:00:00,0.9765968013366286,0.926328197028875,0.9275251848214382,0.9248283943328836,0.9038457302568966,-0.11707383424737827,-1.0089141978999834,-6.213449007489217,7.241354504099988,0.032161854949669014,1
2021-03-23 16:00:00,0.9764705397566258,0.9237077053229246,0.9254421662723462,0.921377946813681,0.8919203151511491,-0.20543789072263507,-1.6359448671999957,-31.58825324957946,7.552475430499996,0.11454156017594909,1
