,time,open,high,low,close,volume
744,2021-04-27 15:00:00,91.6808366136,91.81964544,91.4702301183,91.5372412759,68609
743,2021-04-27 16:00:00,91.5420277871,91.5468142984,90.9054217899,90.9149948125,275156
742,2021-04-27 17:00:00,90.924567835,90.924567835,90.924567835,90.924567835,16375
741,2021-04-27 18:00:00,90.924567835,90.924567835,90.924567835,90.924567835,12703
740,2021-04-28 10:00:00,91.259623623,91.4798031408,91.0202980601,91.259623623,56099
739,2021-04-28 11:00:00,91.1926124654,91.2404775779,90.6373771596,90.7139613397,80502
738,2021-04-28 12:00:00,90.7139613397,91.1997922322,90.6948152946,90.7426804072,62185
737,2021-04-28 13:00:00,90.7618264522,91.0202980601,90.608658092,90.6565232046,58449
736,2021-04-28 14:00:00,90.6948152946,90.7091748284,90.5320739119,90.6182311145,51477
735,2021-04-28 15:00:00,90.6852422721,90.7522534297,90.4746357768,90.5416469344,62180
734,2021-04-28 16:00:00,90.5416469344,90.8096915648,90.4650627543,90.6469501821,204640
733,2021-04-28 17:00:00,90.6182311145,90.9820059701,90.6182311145,90.9820059701,15119
732,2021-04-29 10:00:00,90.589512047,91.5562915907,90.589512047,91.0873092177,65025
731,2021-04-29 11:00:00,91.1256013078,91.6999826586,90.9915789926,91.259623623,91702
730,2021-04-29 12:00:00,91.2404775779,91.4989491858,91.0107250376,91.4127919832,101399
729,2021-04-29 13:00:00,91.4319380282,91.7095556811,91.297915713,91.4415110507,81213
728,2021-04-29 14:00:00,91.4127919832,91.652117546,91.1543203753,91.2048659342,119378
727,2021-04-29 15:00:00,91.2069719991,91.465443607,91.1591068866,91.3553538481,134381
726,2021-04-29 16:00:00,91.3744998931,91.8148589287,91.3744998931,91.671263591,341785
725,2021-04-29 17:00:00,91.6616905685,91.6616905685,91.6616905685,91.6616905685,16128
724,2021-04-30 10:00:00,91.8914431089,92.3796672571,91.4510840732,91.5180952308,51034
723,2021-04-30 11:00:00,91.4223650057,91.9153756651,91.3553538481,91.9153756651,74969
722,2021-04-30 12:00:00,91.8914431089,92.1116226267,91.7574207937,92.0631831328,64520
721,2021-04-30 13:00:00,91.9967463565,92.322229122,91.9776003115,92.1499147167,56337
720,2021-04-30 14:00:00,92.1499147167,92.2264988968,91.9105891539,92.2264988968,58765
719,2021-04-30 15:00:00,92.2456449419,92.4083863246,92.1594877392,92.3700942345,79612
718,2021-04-30 16:00:00,92.3700942345,93.0976439456,92.3509481895,93.068924878,387574
717,2021-04-30 17:00:00,93.0210597655,93.0210597655,93.0210597655,93.0210597655,36637
716,2021-05-03 08:00:00,92.1020496042,92.1020496042,92.1020496042,92.1020496042,235
715,2021-05-03 09:00:00,93.0210597655,93.0210597655,93.0210597655,93.0210597655,200
714,2021-05-03 10:00:00,92.360521212,93.6720252964,91.3596617082,93.5858680938,132466
713,2021-05-03 11:00:00,93.5380029812,94.1985415347,92.9923406979,94.0262271294,190945
712,2021-05-03 12:00:00,94.074092242,94.2368336247,93.6433062289,94.1793954896,136100
711,2021-05-03 13:00:00,94.1793954896,94.466586165,93.9879350394,94.3900019849,130029
710,2021-05-03 14:00:00,94.40914803,94.6197545253,94.260766181,94.6006084802,116131
709,2021-05-03 15:00:00,94.5814624352,94.6771926603,94.074092242,94.3421368724,171147
708,2021-05-03 16:00:00,94.3517098949,94.3708559399,93.7103173865,93.8539127242,382278
707,2021-05-03 17:00:00,93.8156206341,93.8156206341,93.8156206341,93.8156206341,23784
706,2021-05-04 10:00:00,93.739036454,94.1391887951,93.2220932383,94.1391887951,104510
705,2021-05-04 11:00:00,94.1985415347,94.5623163902,93.1550820807,93.5619355375,145025
704,2021-05-04 12:00:00,93.5667220488,93.7486094765,93.384834621,93.7103173865,125597
703,2021-05-04 13:00:00,93.7007443639,93.7773285441,93.3944076435,93.4326997336,127342
702,2021-05-04 14:00:00,93.423126711,93.6433062289,93.3082504409,93.6433062289,105846
701,2021-05-04 15:00:00,93.6433062289,94.0166541069,93.6433062289,93.8826317917,189885
700,2021-05-04 16:00:00,93.8922048142,93.9496429493,93.5571490262,93.6815983189,394468
699,2021-05-04 17:00:00,93.6815983189,93.6815983189,93.0784979006,93.0784979006,50679
698,2021-05-05 10:00:00,93.8060476116,93.8060476116,92.229562264,92.4753974822,296080
697,2021-05-05 11:00:00,92.5041165497,92.7913072251,91.8627240413,91.8914431089,95040
696,2021-05-05 12:00:00,91.9105891539,92.0158924015,91.4941626745,91.5851063884,134363
695,2021-05-05 13:00:00,91.5851063884,91.9488812439,91.4032189607,91.8340049738,110555
694,2021-05-05 14:00:00,91.8340049738,91.8722970638,91.6233984785,91.6425445235,90084
693,2021-05-05 15:00:00,91.6616905685,91.8818700863,91.632971501,91.8244319513,111507
692,2021-05-05 16:00:00,91.8340049738,92.5615546848,91.8244319513,92.4275323696,279115
691,2021-05-05 17:00:00,92.4371053921,92.4371053921,92.4371053921,92.4371053921,27820
690,2021-05-06 10:00:00,92.6189928199,93.2125202157,92.360521212,93.2077337045,99641
